product,categories,total_reviews,positive_ratio,avg_rating,bestseller_score
"brand name Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,","Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,brand name E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders",248,0.9153225806451613,4.778225806451613,227.0
"retail brand brand name Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","Tablets,XYZ brand Tablets,Computers & Tablets,All Tablets",248,0.8306451612903226,4.556451612903226,206.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",249,0.8192771084337349,4.550200803212851,204.0
"XYZ brand Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",242,0.8099173553719008,4.462809917355372,196.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,brand name E-readers,Electronics Features",211,0.8483412322274881,4.530805687203792,179.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",173,0.8092485549132948,4.595375722543353,140.0
"retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,_x000D_
retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,","Target Devices & Accessories,Target Device Accessories,Power Adapters & Cables,brand name Store,brand name E-Reader Accessories,brand name Paperwhite Accessories",188,0.7340425531914894,4.452127659574468,138.0
"All-New PocketBook Touch HD 3 E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,","Target Devices & Accessories,Target Device Accessories,Power Adapters & Cables,PocketBook Touch HD 3 Store,PocketBook Touch HD 3 E-Reader Accessories,PocketBook Touch HD 3 Paperwhite Accessories",212,0.6367924528301887,4.429245283018868,135.0
"retail brand XYZ brand Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,_x000D_
retail brand XYZ brand Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,","Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,brand name E-readers,Electronics Features,eBook Readers,See more retail brand brand name Voyage (Wi-Fi),See more retail brand brand name Voyage 4GB, Wi-Fi  3G (Unlocked...",134,0.9104477611940298,4.7388059701492535,122.0
"retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,_x000D_
retail brand XYZ brand Hd 10 Tablet, Wi-Fi, 16 Gb, Special Offers - Silver Aluminum,,,","Stereos,Remote Controls,retail brand Echo,Audio Docks & Mini Speakers,retail brand Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,brand name Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Target Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Target Devices,Audio,Holiday Shop",128,0.921875,4.7734375,118.0
"electronics brand product name Tablet A 10.1 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Tablets,XYZ brand Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",146,0.7808219178082192,4.568493150684931,114.0
"brand name Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,","eBook Readers,brand name E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",67,0.8805970149253731,4.611940298507463,59.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","Computers & Tablets,E-Readers & Accessories,eBook Readers,brand name E-readers",51,0.9607843137254902,4.862745098039215,49.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,brand name E-readers,Electronics Features,eBook Readers,See more retail brand brand name Voyage (Wi-Fi),See more retail brand brand name Voyage 4GB, Wi-Fi  3G (Unlocked...",49,0.8571428571428571,4.816326530612245,42.0
"brand name Paperwhite E-reader - White, 6 High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi - Includes Special Offers,,","Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,brand name E-readers,Electronics Features,eBook Readers,See more Target brand name Voyage (Wi-Fi),See more Target brand name Voyage 4GB, Wi-Fi  3G (Unlocked...",30,0.9333333333333333,4.533333333333333,28.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","Electronics,iPad & Tablets,All Tablets,Computers & Tablets,Tablets,eBook Readers",30,0.9,4.6,27.0
"retail brand - brand name Voyage - 4GB - Wi-Fi + 3G - Black,,,_x000D_
retail brand - brand name Voyage - 4GB - Wi-Fi + 3G - Black,,,","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",24,0.875,4.708333333333333,21.0
"XYZ brand HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Tangerine - with Special Offers,","Tablets,XYZ brand Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",12,0.9166666666666666,4.833333333333333,11.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","mazon.co.uk,Target Devices",15,0.7333333333333333,4.666666666666667,11.0
"
electonics brand Home","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",13,0.7692307692307693,4.923076923076923,10.0
"brand name Paperwhite,,,_x000D_
brand name Paperwhite,,,","Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,brand name E-readers,Electronics Features,eBook Readers,See more Target brand name Voyage (Wi-Fi),See more Target brand name Voyage 4GB, Wi-Fi  3G (Unlocked...",9,1.0,4.888888888888889,9.0
"brand name Dx Leather Cover, Black (fits 9.7 Display, Latest and 2nd Generation brand name Dxs),,","Stereos,Remote Controls,Target Echo,Audio Docks & Mini Speakers,Target Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,brand name Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Target Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Target Devices,Audio,Holiday Shop",9,1.0,4.777777777777778,9.0
"
electonics brand Home","Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,XYZ brand Tablets,Frys",10,0.9,4.7,9.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","brand name Store,Categories,eBook Readers & Accessories,XYZ brand TV Accessories,Electronics,Power Adapters & Cables,Target Device Accessories,Power Adapters",16,0.5,4.5,8.0
"retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,_x000D_
retail brand 5W USB Official OEM Charger and Power Adapter for XYZ brand Tablets and brand name eReaders,,,","Tablets,XYZ brand Tablets,Computers & Tablets,All Tablets",11,0.7272727272727273,4.363636363636363,8.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets",7,1.0,5.0,7.0
"retail brand XYZ brand Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case - Blue","Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,brand name E-readers,Electronics Features,eBook Readers,See more retail brand brand name Voyage (Wi-Fi),See more retail brand brand name Voyage 4GB, Wi-Fi  3G (Unlocked...",6,1.0,4.833333333333333,6.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","brand name E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",6,1.0,4.666666666666667,6.0
"electonics brand Home
","XYZ brand Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",7,0.7142857142857143,4.0,5.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","Electronics,Computers,Computer Accessories,Cases & Bags,XYZ brand Tablets,Electronics Features,Tablets,Computers & Tablets,Kids' Tablets,Electronics, Tech Toys, Movies, Music,iPad & Tablets,Top Rated",6,0.8333333333333334,4.833333333333333,5.0
"
electonics brand Home","Categories,Streaming Media Players,Electronics",8,0.375,3.125,3.0
"retail brand brand name Touch Leather Case (4th Generation - 2011 Release), Olive Green,,,_x000D_
retail brand brand name Touch Leather Case (4th Generation - 2011 Release), Olive Green,,,","Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",3,1.0,5.0,3.0
"XYZ brand Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","Electronics,Categories,XYZ brand TV,brand name Store",3,0.6666666666666666,5.0,2.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","Frys,Software & Books,eReaders & Accessories,Tablet Cases Covers,Tablet Accessories,Computer Accessories",2,1.0,4.5,2.0
"retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,_x000D_
retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,","Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,brand name E-readers,Electronics Features",1,1.0,5.0,1.0
"XYZ brand Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","Target Device Accessories,brand name Store,brand name Touch (4th Generation) Accessories,brand name E-Reader Accessories,Covers,brand name Touch (4th Generation) Covers",6,0.16666666666666666,3.6666666666666665,1.0
"brand name Keyboard,,,_x000D_
brand name Keyboard,,,","Electronics,eBook Readers & Accessories,Covers,brand name Store,Target Device Accessories,brand name E-Reader Accessories,brand name (5th Generation) Accessories,brand name (5th Generation) Covers",2,0.5,4.5,1.0
"retail brand brand name Lighted Leather Cover,,,_x000D_
brand name Keyboard,,,","Electronics,eBook Readers & Accessories,Covers,brand name Store,Target Device Accessories,brand name E-Reader Accessories,brand name (5th Generation) Accessories,brand name (5th Generation) Covers",1,1.0,4.0,1.0
"Brand New electronics brand IPad16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","Electronics,Categories,Streaming Media Players,Target Devices",1,0.0,5.0,0.0
"retail brand brand name Lighted Leather Cover,,,
retail brand brand name Lighted Leather Cover,,,","Electronics,eBook Readers & Accessories,Covers,brand name Store,Target Device Accessories,brand name E-Reader Accessories,brand name (5th Generation) Accessories,brand name (5th Generation) Covers",1,0.0,4.0,0.0
"retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,_x000D_
retail brand brand name XYZ brand Hd (3rd Generation) 8gb,,,","Target Devices & Accessories,Target Device Accessories,Power Adapters & Cables,brand name Store,brand name E-Reader Accessories,brand name Paperwhite Accessories",1,0.0,4.0,0.0
